Product Sku,Product Name
CTK 101508,"DELL FIREPRO V5900 5DRVJ DVI
CTK 101509,High Profile DELL BROADCOM 5711 KJYD8  2 OF 2 SFP'S PCI/NIC CARD
CTK 101510,Low Profile HP NC364T 436431-001  QUAD PORT PCI/NIC CARD
CTK 101511,High Profile HP CONNECTX 518001-001  0 OF 2 SFP'S PCI/NIC CARD
CTK 101512,High Profile SILICOM N/A PEG416-CX-ROHS  QUAD PORT PCI/NIC CARD
CTK 101513,Low Profile DELL BROADCOM 5709 P736R  PCI/NIC CARD
CTK 101515,Low Profile MELLANOX CONNECT X-2 MHRH2A-XSR  0 OF 2 SFP'S PCI/NIC CARD
CTK 101516,BARCO FIREPRO MXRT-5450 102C1270201 GRAPHIC CARD
CTK 101517,High Profile DELL BROADCOM 5719 KH08P  Quad Port PCI/NIC CARD
CTK 101518,DELL BROADCOM 5719 KH08P Quad Port No Bracket PCI/NIC CARD
CTK 101519,Low Profile DELL BROADCOM 57810 Y40PH  2 OF 2 SFP'S PCI/NIC CARD
CTK 101521,High Profile DELL LPE12000-E C855M  1 OF 1 SFP PCI/NIC CARD
CTK 101522,High Profile DELL N/A 91XY2  0 OF 2 SFPS PCI/NIC CARD
CTK 101523,High Profile DELL X540-T2 K7H46  DUAL PORT PCI/NIC CARD
CTK 101524,High Profile EMULEX N/A P008827-21F  2 OF 2 SFP'S PCI/NIC CARD
CTK 101525,High Profile HP LPE12002 489193-001  0 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 101526,High Profile HP QLE2562 489191-001  0 OF 2 SFP'S PCI/NIC CARD
CTK 101527,"HP FIREPRO V5800 608888-001 DVI
CTK 101530,INTEL PRO/1000 PT EXPI9404PTBLK Quad Port PCI/NIC CARD
CTK 101533,High Profile SUN QLE2562 371-4325  2 OF 2 SFP'S PCI/NIC CARD
CTK 101534,Low Profile CISCO N/A 74-10521-01  QUAD PORT PCI/NIC CARD
CTK 101535,High Profile DELL LPE12002 C856M  2 OF 2 SFP'S PCI/NIC CARD
CTK 101537,High Profile DELL X520-DA2 VFVGR  0 OF 2 SFP'S PCI/NIC CARD
CTK 101538,High Profile IBM LPE12002 00E0806  2 OF 2 SFP'S PCI/NIC CARD
CTK 101539,High Profile IBM N/A 74Y4064  QUAD PORT PCI/NIC CARD
CTK 101540,Low Profile IBM NETXTREME II 49Y4222  QUAD PORT PCI/NIC CARD
CTK 101541,Low Profile INTEL PRO/1000 PT EXPI9404PTLBLK  QUAD PORT PCI/NIC CARD
CTK 101542,High Profile MELLANOX CONNECTX-2 MHQH29C-XTR  0 OF 2 SFP'S PCI/NIC CARD
CTK 101543,Low Profile MELLANOX CONNECTX-2 MHQH29C-XTR  0 OF 2 SFP'S PCI/NIC CARD
CTK 101544,Low Profile MYNET N/A BIC2SE315-0610020A  2 OF 2 SFP'S PCI/NIC CARD
CTK 101545,High Profile EMULEX N/A P004096  2 OF 2 SFP'S PCI/NIC CARD
CTK 101547,Low Profile BYNET N/A BIC2SE315-0610020A  0 OF 2 SFP'S PCI/NIC CARD
CTK 101548,Low Profile CISCO N12075 74-7069-02  QUAD PORT PCI/NIC CARD
CTK 101549,High Profile CISCO N12075 74-7069-02  QUAD PORT PCI/NIC CARD
CTK 101551,Low Profile CISCO N2XX-AQPCI05 74-7179-01  2 OF 2 SFP'S PCI/NIC CARD
CTK 101552,High Profile DELL PRO/1000 VT YT674  QUAD PORT PCI/NIC CARD
CTK 101554,High Profile HP QLE2560-HP 489190-001  1 OF 1 SFP PCI/NIC CARD
CTK 101555,High Profile HP 361T 656241-001 Dual Port  PCI/NIC CARD
CTK 101556,High Profile HP CN1100E 649108-001  0 OF 2 SFP'S PCI/NIC CARD
CTK 101557,High Profile HP LPE12002 697890-001  2 OF 2 SFP'S PCI/NIC CARD
CTK 101558,High Profile INTEL PRO/1000 PT EXPI9402PTG2L20  DUAL PORT PCI/NIC CARD
CTK 101559,High Profile INTEL X520-DA2 E10G42BTDA  0 OF 2 SFP'S PCI/NIC CARD
CTK 101562,SILICOM N/A PXG4BPI-IM-ROHS Quad Port PCI/NIC CARD
CTK 101563,High Profile DELL BCM57810S N20KJ 0 OF 2 SFP'S  PCI/NIC CARD
CTK 101566,High Profile DELL BROADCOM 57810S W1GCR  DUAL PORT PCI/NIC CARD
CTK 101567,High Profile DELL QLE2560 6H20P  1 OF 1 SFP PCI/NIC CARD
CTK 101568,High Profile DELL QLE2560 6H20P  0 OF 1 SFP PCI/NIC CARD
CTK 101570,Low Profile HP LPE12002 697890-001  2 OF 2 SFP'S PCI/NIC CARD
CTK 101571,Low Profile HP LPE12002 489193-001  2 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 101572,High Profile HP LPE12002 489193-001  2 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 101576,High Profile HP N/A 593412-001  0 OF 2 SFP'S PCI/NIC CARD
CTK 101577,High Profile IBM I340-T4 49Y4242  QUAD PORT PCI/NIC CARD
CTK 101578,INTEL PRO/1000 PT EXPI9404PTG1P20 Quad Port PCI/NIC CARD
CTK 101579,Low Profile SUN NC360T 371-0905  PCI/NIC CARD
CTK 101580,Low Profile SUPERMICRO N/A AOC-STGN-I2S REV 2.0  0 OF 2 SFP'S PCI/NIC CARD
CTK 101581,High Profile ATTO N/A FC42ES  2 OF 2 SFP'S PCI/NIC CARD
CTK 101582,High Profile CHELSIO CC2-N320E-SR 110-1088-30  2 OF 2 SFP'S 10GB PCI/NIC CARD
CTK 101583,DELL FIREPRO V5800 6RN0Y GRAPHIC CARD
CTK 101584,Low Profile HP NC550SFP 586444-001  0 OF 2 SFP'S PCI/NIC CARD
CTK 101585,Low Profile HP NC550SFP 586444-001  2 OF 2 SFP'S PCI/NIC CARD
CTK 101587,High Profile INTEL PRO/1000 PT EXPI9404PTLBLK  QUAD PORT PCI/NIC CARD
CTK 101590,High Profile MELLANOX CONNECTX-2 MNPH29D-XTR  2 OF 2 SFP'S PCI/NIC CARD
CTK 101592,High Profile SILICOM N/A PEG4BPI-SD-ROHS  QUAD PORT PCI/NIC CARD
CTK 101596,High Profile QLOGIC N/A QLE8152  0 OF 2 SFP'S PCI/NIC CARD
CTK 101599,High Profile DELL PRO/1000 VT H092P  QUAD PORT PCI/NIC CARD
CTK 101600,High Profile DELL QLE2562 6T94G  0 OF 2 SFP'S 10GB PCI/NIC CARD
CTK 101602,High Profile EMULEX N/A LPE12000-E  1 OF 1 SFP'S PCI/NIC CARD
CTK 101603,High Profile ENDACE DAG 9.2X 340-2141-00-END  0 OF 2 SFPS PCI/NIC CARD
CTK 101605,High Profile HP AJ762-63003 697889-001  0 OF 1 SFP 8GB PCI/NIC CARD
CTK 101606,High Profile HP NC365T 593743-001  QUAD PORT PCI/NIC CARD
CTK 101607,Low Profile HP QLE2560-HP 489190-001  1 OF 1 SFP PCI/NIC CARD
CTK 101608,Low Profile HP QLE2562-HP 489191-001  2 OF 2 SFP'S PCI/NIC CARD
CTK 101609,High Profile HP QLE2562-HP 489191-001  2 OF 2 SFP'S PCI/NIC CARD
CTK 101611,High Profile IBM OCE11102 49Y7952  2 OF 2 SFP'S PCI/NIC CARD
CTK 101612,Low Profile IBM PRO/1000 PT 39Y6138  QUAD PORT PCI/NIC CARD
CTK 101613,Low Profile IBM PRO/1000 PT 39Y6128  PCI/NIC CARD
CTK 101614,High Profile INTEL PRO/1000 PT EXPI9404PTL  QUAD PORT PCI/NIC CARD
CTK 101615,Low Profile INTEL PRO/1000 PT EXPI9402PT  DUAL PORT PCI/NIC CARD
CTK 101617,Low Profile INTEL PRO/1000 PT EXPI9404PTL  QUAD PORT PCI/NIC CARD
CTK 101621,High Profile QLOGIC N/A QLE2562  2 OF 2 SFP'S PCI/NIC CARD
CTK 101622,High Profile QLOGIC QLE2560-E PX2810403-23  1 OF 1 SFP PCI/NIC CARD
CTK 101623,Low Profile SUN LPE12000 371-4295  1 OF 1 SFP PCI/NIC CARD
CTK 101624,Low Profile SUN QLE2562 371-4325  0 OF 2 SFP'S PCI/NIC CARD
CTK 101626,Low Profile DELL BCM5719 TMGR6  QUAD PORT PCI/NIC CARD
CTK 101627,High Profile DELL X520 U810N  0 OF 2 SFP'S PCI/NIC CARD
CTK 101629,High Profile DELL X520-T2 JM42W  DUAL PORT PCI/NIC CARD
CTK 101631,HP NC375T 539931-001 Quad Port PCI/NIC CARD
CTK 101632,High Profile INTEL N/A E1G44ET2  PCI/NIC CARD
CTK 101633,High Profile INTEL PRO/1000 PT EXPI9402PTG2P20  DUAL PORT PCI/NIC CARD
CTK 101634,High Profile INTEL PRO/1000 PT EXPI9402PT  DUAL PORT PCI/NIC CARD
CTK 101635,High Profile INTEL X520-DA2 E10G42BTDAG1P5  2 OF 2 SFP'S PCI/NIC CARD
CTK 101637,Low Profile INTEL X520-SR2 E10G42BFSRG1P5  2 OF 2 SFP'S PCI/NIC CARD
CTK 101639,High Profile QLOGIC N/A QLE2562-T-NAP  2 OF 2 SFP'S PCI/NIC CARD
CTK 101640,High Profile QLOGIC QLE2560-E PX2810403-23  0 OF 1 SFP PCI/NIC CARD
CTK 101641,High Profile IBM LPE12002 42D0500  2 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 101642,"DELL QUADRO 5000 JFN25 DVI
CTK 101643,High Profile DELL X520-DA2 VFVGR  2 OF 2 SFP'S PCI/NIC CARD
CTK 101644,IBM N/A 74Y2995 PCI/NIC CARD
CTK 101645,High Profile DELL QLE2562 6T94G  2 OF 2 SFP'S 10GB PCI/NIC CARD
CTK 101648,High Profile IBM NVIDIA NVS 310 03T6747  DISPLAY & DVI PORT 512MB GRAPHIC CARD
CTK 101650,Low Profile SUN N/A 375-3481  QUAD PORT PCI/NIC CARD
CTK 101651,High Profile HP QLE2560-HP 489190-001  0 OF 1 SFP PCI/NIC CARD
CTK 101654,"DELL PERC 5I GR155 No Tray
CTK 101656,DIALOGIC D4PCIUFEQ 44-0053-02 Quad Port PCI/NIC CARD
CTK 101664,High Profile DELL QLE2562 MFP5T  2 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 101667,High Profile DELL RADEON HD7500 0NTVR  DVI-I DISPLAY PORT 1GB GRAPHIC CARD
CTK 101668,Low Profile DELL QLE8262L PW4FJ  0 OF 2 SFP'S PCI/NIC CARD
CTK 101676,High Profile HP AP769-60001 571520-001  1 OF 1 SFP 8GB PCI/NIC CARD
CTK 101677,HP 366M 616010-001 PCI/NIC CARD
CTK 101679,High Profile IBM SAS9212-4I 68Y7354  EXTERNAL SAS PORT RAID CARD
CTK 101681,Low Profile IBM QLE2562 42D0516  2 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 101691,High Profile SOLARFLARE S7120 SF432-1012  0 OF 2 SFP'S 10GB PCI/NIC CARD
CTK 101696,DELL PERC H710P MINI TY8F9 1GB Build Item RAID CARD
CTK 101699,HP NC542m 539933-001 PCI/NIC CARD
CTK 101703,"DELL N/A TCK99 Mezzanine Card 10GB No Bracket
CTK 101706,HP A5158-69001 DUAL 1GB FIBRE CHANNEL NIC CARD
CTK 101713,High Profile DELL RADEON HD7570 NJ0D3  DVI & DISPLAY PORT GRAPHIC CARD
CTK 101716,"DELL QUADRO 2000 2PNXF DVI
CTK 101717,High Profile DELL NVS 310 40GW9  DUAL DISPLAY PORT 512MB GRAPHIC CARD
CTK 101718,High Profile DELL MR SAS 9341-8i WFN6R  12GBPS RAID CARD
CTK 101719,"HP FIREPRO V4900 703478-001 DVI
CTK 101722,"IBM QUADRO K2200 00FC810 DVI
CTK 101728,High Profile SIIG N/A SC-SA0R11-S1  RAID CARD
CTK 101731,High Profile HP P411 462918-001  1GB EXTERNAL SAS PORTS W/O BATTERY RAID CARD
CTK 101736,TARARI N/A T86158-005 GRAPHICS ACCELERATOR GRAPHIC CARD
CTK 101739,High Profile CISCO SFS-HCA-250-A1 74-4471-01  Infiniband CONTROLLER CARD
CTK 101740,High Profile DELL QUADRO NVS 290 TW212  DMS-59 256MB Build Item GRAPHIC CARD
CTK 101744,High Profile CISCO SFS-HCA-X2T7-A1 74-4538  INFINIBAND NIC CARD
CTK 101747,High Profile SUPERMICRO N/A AOC-SAS2LP-H8IR  RAID CARD
CTK 101748,High Profile EMULEX N/A LPE12002-E  2 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 101749,High Profile QLOGIC N/A QLE2560  1 OF 1 SFP PCI/NIC CARD
CTK 101750,High Profile IBM PRO/1000 PT 39Y6138  QUAD PORT PCI/NIC CARD
CTK 101751,Low Profile HP NC360T 412651-001  DUAL PORT PCI/NIC CARD
CTK 101753,Low Profile HP NC365T 593743-001  QUAD PORT PCI/NIC CARD
CTK 101755,High Profile HP NC360T 412651-001  DUAL PORT PCI/NIC CARD
CTK 101756,High Profile HP NC364T 436431-001  QUAD PORT PCI/NIC CARD
CTK 101758,High Profile IBM PRO/1000 PT 39Y6128  PCI/NIC CARD
CTK 101759,High Profile CISCO N/A 74-10521-01  QUAD PORT PCI/NIC CARD
CTK 101760,High Profile DELL PRO/1000 PT G174P  DUAL PORT NIC CARD
CTK 101761,Low Profile ADAPTEC N/A ASC-29320LPE  RAID CARD
CTK 101762,High Profile DELL I350-T4 THGMP  QUAD PORT PCI/NIC CARD
CTK 101765,High Profile DELL PRO/1000 PT X3959  DUAL PORT PCI/NIC CARD
CTK 101766,High Profile BROCADE BROCADE 815 84-1000447-01  1 OF 1 SFP NIC CARD
CTK 101768,High Profile HP N/A 656244-001  0 OF 2 SFP'S NIC CARD
CTK 101769,Low Profile ORACLE N/A 7047503  W/ BATTERY RAID CARD
CTK 101772,High Profile QLOGIC N/A QLE8142-SR-E 0 OF 2 SFP'S  PCI/NIC CARD
CTK 101773,Low Profile CISCO N/A 68-4193  0 OF 2 SFP'S NIC CARD
CTK 101774,High Profile BROCADE N/A 40-1000556  0 OF 2 SFPS NIC CARD
CTK 101775,High Profile BROCADE N/A 40-1000556  2 OF 2 SFPS NIC CARD
CTK 101776,High Profile QLOGIC N/A QLE8242-SR  2 OF 2 SFPS NIC CARD
CTK 101777,Low Profile DELL LPE12002 R7WP7  2 OF 2 SFP'S NIC CARD
CTK 101778,High Profile IBM NETXTREME II 49Y4222  QUAD PORT NIC CARD
CTK 101779,Low Profile SUN X1109A-Z 375-3617  0 OF 2 SFP'S PCI/NIC CARD
CTK 101780,High Profile IBM LPE12002 42D0500  1 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 101781,Low Profile CISCO N/A N2XX-ABPCI02  0 OF 2 SFP'S NIC CARD
CTK 101782,High Profile PNY NVS 315 VCNVS315-T  DMS-59 1GB GRAPHIC CARD
CTK 101783,High Profile HP NVS 315 720837-001  DMS-59 1GB GRAPHIC CARD
CTK 101785,High Profile SIIG CYBERSERIAL JJ-E10011-S3  NIC CARD
CTK 101787,PNY QUADRO 5000 VCQ5000V2-T Build Item GRAPHIC CARD
CTK 101789,HP QUADRO FX 5800 536797-001 **BROKEN FANS** GRAPHIC CARD
CTK 101790,High Profile IBM M5015 46C8927  W/ BATTERY 81Y4451 RAID CARD
CTK 101794,High Profile HP FIREPRO V3900 GENERIC  DVI DISPLAY PORT GRAPHIC CARD
CTK 101796,High Profile IBM OCE11102 95Y3766  0 OF 2 SFP'S NIC CARD
CTK 101798,High Profile EMULEX N/A LPE12002  0 OF 2 SFP'S PCI/NIC CARD
CTK 101799,Low Profile BROCADE BROCADE 815 84-1000447  1 OF 1 SFP NIC CARD
CTK 101800,High Profile BROCADE BROCADE 825 84-1000446-02  2 OF 2 SFP'S NIC CARD
CTK 101801,High Profile EMULEX N/A LPE12000-E  0 OF 1 SFP'S NIC CARD
CTK 101802,High Profile EMULEX N/A LPE12002  2 OF 2 SFP'S PCI/NIC CARD
CTK 101804,Low Profile EMULEX N/A LPE12000  1 OF 1 SFP PCI/NIC CARD
CTK 101805,High Profile HP P212 462594-001  EXTERNAL SAS PORT 1GB CACHE RAID CARD
CTK 101807,High Profile DELL LPE12002 C856M  0 OF 2 SFP'S PCI/NIC CARD
CTK 101808,DELL PERC H800 N743J Battery RAID CARD
CTK 101813,High Profile CISCO PRO/1000 ET 74-6930  QUAD PORT NIC CARD
CTK 101817,Low Profile HP SAS3801E-HP 489103-001  2X EXTERNAL SAS PORTS RAID CARD
CTK 101820,"PNY VCQFX1800-PCIE-T DVI
CTK 101826,Low Profile SANDISK FUSION IO 1.3TB F11-001-1T30-CS-0001  1.3TB CONTROLLER CARD
CTK 101830,Low Profile HP QLE2562-HP 489191-001  0 OF 2 SFP'S NIC CARD
CTK 101832,High Profile DELL NETXTREME II 5708 F364C  SINGLE PORT NIC CARD
CTK 101835,IBM N/A 06P3709 RAID CARD
CTK 101837,DIALOGIC TR1034+E8H-T1-1N 901-006-16 Dual Port NIC CARD
CTK 101847,DELL N/A 6YFN5 SD Card Reader TOM CONTROLLER CARD
CTK 101849,"IBM FIREPRO V5700 53Y8571 DVI
CTK 101853,"SERVER BUILD QUADRO 4000 GENERIC DVI
CTK 101854,SERVER BUILDS IDRAC6 GENERIC Single Port Build Item 500 PCI/NIC CARD
CTK 101857,BROOKTROUT N/A TR1034+E8-8L Dual Port NIC CARD
CTK 101858,IBM PRO/1000 GT 73P5209 Quad Port NIC CARD
CTK 101864,High Profile HP 332T 616012-001  DUAL PORT 1GB NIC CARD
CTK 101865,Low Profile HP LPE12000 489192-001  1 OF 1 SFP NIC CARD
CTK 101868,High Profile CISCO N/A 68-4205  0 OF 2 SFP'S NIC CARD
CTK 101869,High Profile CISCO N/A 68-4205  2 OF 2 SFP'S NIC CARD
CTK 101871,Low Profile INTEL X520-SR2 E10G42BFSR  2 OF 2 SFP'S PCI/NIC CARD
CTK 101873,High Profile HP NC552SFP 615406-001  2 OF 2 SFP'S NIC CARD
CTK 101874,High Profile DELL X520-DA2 XYT17  0 OF 2 SFP'S PCI/NIC CARD
CTK 101877,Low Profile DELL QLE2562 RW9KF  0 OF 2 SFP'S NIC CARD
CTK 101880,DIALOGIC N/A DNI300TEPHMP NIC CARD
CTK 101882,SUPERMICRO N/A AOC-SG-I4 Quad Port No Bracket NIC CARD
CTK 101884,IBM N/A 42C1812 ETHERNET EXPANSION CARD NIC CARD
CTK 101885,IBM QMI2582 44X1948 FIBER CHANNEL EXPANSION CARD NIC CARD
CTK 101887,High Profile IBM 5769 46K7897  1 OF 1 SFP'S 10GB NIC CARD
CTK 101889,HP N/A 450604-001 10Gb NIC CARD
CTK 101891,AUDIOCODES NGX2400-EH 910-0700-003 DIGITAL STATION TAP CONTROLLER CARD
CTK 101899,"HP QUADRO FX 3700 462790-001 Dual DVI
CTK 101900,Low Profile MYRICOM N/A 10G-PCIE-8A-R  0 OF 1 SFP 10GB NIC CARD
CTK 101907,High Profile AVAGO N/A N-FX-MT-03  SINGLE FIBER PORT NIC CARD
CTK 101908,Low Profile INTEL X520-DA2 E10G42BTDA  0 OF 2 SFP'S PCI/NIC CARD
CTK 101909,High Profile MELLANOX CONNECTX-2 MHQH19B-XTR  0 OF 1 SFP NIC CARD
CTK 101911,Low Profile DELL PERC H830 NR5PC  DUAL EXTERNAL SAS PORT 2GB RAID CARD
CTK 101913,High Profile INTEL X520-SR1 E10G41BFSR  1 OF 1 SFP NIC CARD
CTK 101917,High Profile SIIG FIREWIRE NN-830012-S2  x3 Port CONTROLLER CARD
CTK 101918,"EVGA GEFORCE GTX 470 012-P3-1470-AR Dual DVI
CTK 101919,Low Profile HP QUADRO K600 713379-001  DISPLAY PORT & DVI 1GB BUILDS GRAPHIC CARD
CTK 101922,High Profile CISCO N2XX-AIPCI01 74-6814-01  0 OF 2 SFP'S 10GB NIC CARD
CTK 101925,High Profile HP CREATIVE LABS SB1350 684567-001  SOUND BLASTER THX SOUND CARD
CTK 101927,Low Profile DELL SB0460 F7710  SOUND CARD
CTK 101928,DELL SB0460 NR603 SOUND CARD
CTK 101932,High Profile DELL MR SAS 9271-8i VMWW9  RAID CARD
CTK 101935,High Profile HP HD8490 717219-001  DVI & DISPLAY PORT 1GB GRAPHIC CARD
CTK 101940,"PNY QUADRO FX 3500 VCQFX3500-PCIE Dual DVI
CTK 101944,High Profile DELL SAS 9217-8I GTP9G  W/O CABLE RAID CARD
CTK 101946,High Profile DELL SB0880 F333J  SOUND CARD SOUND CARD
CTK 101950,High Profile IBM N/A 49Y4202  0 OF 2 SFP'S 10GB NIC CARD
CTK 101951,DIALOGIC N/A D480JCT2T1EW Dual Port NIC CARD
CTK 101953,High Profile EMULEX N/A P004096  0 OF 2 SFP'S PCI/NIC CARD
CTK 101956,High Profile SILICOM N/A PEG2BPI-SD-ROHS  DUAL PORT NIC CARD
CTK 101957,"IBM M5014 46C8929 No Bracket
CTK 101958,High Profile USROBOTICS N/A USR5638  SINGLE PORT FAX MODEM NIC CARD
CTK 101959,DELL I350/X540 99GTM Quad Port NIC CARD
CTK 101960,HP QMH2572 656452-001 RAID CARD
CTK 101963,High Profile INTEL PRO 1000 PT EXPI9300PT  SINGLE PORT PCI/NIC CARD
CTK 101964,High Profile HP LPE12002 697890-001  0 OF 2 SFP'S PCI/NIC CARD
CTK 101969,High Profile MATROX V10 Y7231-03  W/ CABLE GRAPHIC CARD
CTK 101970,High Profile HP RADEON HD 6350 637995-001  DMS-59 512MB GRAPHIC CARD
CTK 101971,HP 366FLR 669280-001 Quad Port 1GB NIC CARD
CTK 101972,SUN RAID EXPANSION 375-3643 CONTROLLER CARD
CTK 101973,"DELL PERC 6I T954J No Tray
CTK 101974,High Profile DELL PERC H710P 7GCGT  1GB W/ BATTERY RAID CARD
CTK 101978,High Profile NCIPHER NSHIELD F3 A-022001-L Security Card  CONTROLLER CARD
CTK 101983,DELOCK FIREWIRE B FWB-PCIE Firewire Adaptor CONTROLLER CARD
CTK 101985,"GALAXY GEFORCE 8400GS 84GFE6DC2EMM DVI
CTK 101991,"GENERIC QUADRO 5000 NO PART NUMBER DVI
CTK 101996,"PNY GEFORCE GT 430 VCGGT4302XPB DVI
CTK 101998,DELL PERC 3 0C705 No Bracket RAID CARD
CTK 101999,High Profile IBM QUADRO NVS 315 00FC853  DMS-59 1GB GRAPHIC CARD
CTK 102004,IBM NVRAM 08L2684 NVRAM Adaptor Module CONTROLLER CARD
CTK 102008,High Profile DELL RADEON HD 4550 3Y14F  DVI & DISPLAY PORT 512MB GRAPHIC CARD
CTK 102026,DELL X520-K 4KT53 Mezzanine CONTROLLER CARD
CTK 102031,High Profile ALLIED TELESIS 100FX AT-2701FX  FIBER NETWORK CARD NIC CARD
CTK 102033,Low Profile SUN F20 511-1646  FLASH ACCELERATOR RAID CARD
CTK 102034,NETAPP N/A 111-00618+A1 CONTROLLER CARD
CTK 102036,"SUN XVR-600 375-3153 DVI
CTK 102040,High Profile AVAGO N/A N-FX-MT-02F  SINGLE FIBER CHANNEL PORT NIC CARD
CTK 102041,High Profile INTEL E99791 E1G31CTG1P20  SINGLE PORT NIC CARD
CTK 102042,SUN ULTRA2 501-6635 DUAL PORT RJ-45 & DUAL SCSI PORT NIC CARD
CTK 102045,Low Profile HP P410 462919-001  512MB FBWC CACHE W/ CAPACITOR RAID CARD
CTK 102046,AUDIOCODES DP6409 910-0324-002 Dual Port NIC CARD
CTK 102050,HP 554M 649870-001 CONTROLLER CARD
CTK 102053,IBM S32EM-BHC 46M1819 Dual Ports CONTROLLER CARD
CTK 102059,HP AH597BX 543659-004 Quad Port NIC CARD
CTK 102061,LSI SAS9200-16E H3-25140-02D 4x External SAS Ports NIC CARD
CTK 102062,HP J8156A 6-200-010 Quad Port NIC CARD
CTK 102064,IBM CCIN 266D 74Y4870 Quad Port NIC CARD
CTK 102068,High Profile DELL QLE8152-DELL W773M  0 OF 2 SFP'S 10GB NIC CARD
CTK 102069,High Profile DELL N/A K188P  0 OF 2 SFP'S 10GB NIC CARD
CTK 102070,Low Profile DELL BROCADE 1020 XT5PF  0 OF 2 SFP'S 10GB NIC CARD
CTK 102072,High Profile DELL BROADCOM 57810 Y40PH  0 OF 2 SFP'S 10GB PCI/NIC CARD
CTK 102073,Low Profile INTEL PRO/1000 PF EXPI9402PF  DUAL FIBER CHANNEL PORTS 1GB PCI/NIC CARD
CTK 102075,DELL QME8142 906P0 CONTROLLER CARD
CTK 102076,DELL N/A 66NRJ Mezzanine Card 4x Internal SAS Ports CONTROLLER CARD
CTK 102079,High Profile DELL X520-DA2 2094N  0 OF 2 SFP'S 10GB NIC CARD
CTK 102080,Low Profile DELL X520-DA2 942V6  0 OF 2 SFP'S PCI/NIC CARD
CTK 102081,DELL DR4000 H9XDY CONTROLLER CARD
CTK 102082,High Profile BROADCOM NETXTREME II BCM957711  2 OF 2 SFP'S NIC CARD
CTK 102083,High Profile BROADCOM NETXTREME II BCM957711  0 OF 2 SFP'S NIC CARD
CTK 102085,High Profile CISCO N/A BCM95709A  QUAD PORT PCI/NIC CARD
CTK 102091,High Profile DELL QLE2662 9J1RG  2 OF 2 SFP'S 16GB NIC CARD
CTK 102093,High Profile DELL PERC H710 NHD8V  512MB RAID CARD
CTK 102097,EVGA GEFORCE 9600GT 512-P3-N856-LR Dual DVI 512MB GRAPHIC CARD
CTK 102098,High Profile QLOGIC N/A 7104-HCA-128LPX-DDR  HBA CONTROLLER CARD
CTK 102100,High Profile DLINK USB 2.0 DUB-A2  Dual USB 2.0 CONTROLLER CARD
CTK 102103,High Profile FLUKE NETWORKS NAC-20CX-B 3475985-005  2 OF 2 SFP'S NIC CARD
CTK 102104,Low Profile PMC N/A 70165H  NIC CARD
CTK 102111,High Profile DIGI N/A 50001341-03  SCSI CONTROLLER CARD
CTK 102114,US ROBOTICS N/A USR802972A-0EM Single Port NIC CARD
CTK 102115,High Profile DIGI N/A 50001342-01  Dual Port CONTROLLER CARD
CTK 102116,DIGI N/A 50000679-07 Quad Port NIC CARD
CTK 102117,High Profile "DELL RADEON HD 4350 P002P  VGA
CTK 102118,High Profile "DELL RADEON HD 3450 F342F  VGA
CTK 102119,Low Profile DELL GEFORCE G310 TFD9V  HDMI & DVI PORT 512MB GRAPHIC CARD
CTK 102121,High Profile BROADCOM NETXTREME II BCM957711A1113G  0 OF 2 SFP'S NIC CARD
CTK 102123,High Profile SUPERMICRO N/A AOC-SASLP-H8IR  W/O BATTERY W/O CACHE RAID CARD
CTK 102126,High Profile PNY QUADRO NVS 295 VCQ295NVS-X1  DUAL DISPLAY PORT 256MB Build Item GRAPHIC CARD
CTK 102127,High Profile DELL OCE10102-IX-D X320M  0 OF 2 SFP'S NIC CARD
CTK 102128,DELL BCM5709 T280R Mezzanine CONTROLLER CARD
CTK 102129,"DELL SAS EXPANDER N4C2D 3x Ecternal SAS Ports
CTK 102130,COMM-TECH FASTCOM 422 4-PCI-335 CONTROLLER CARD
CTK 102132,"DELL QUADRO FX 4500 HF299 Dual DVI
CTK 102134,Low Profile MELLANOX CONNECTX-3 MCX353A-FCBT  0 OF 1 SFP'S NIC CARD
CTK 102135,High Profile SOLARFLARE SFN5162F SF329-9021-R6  2 OF 2 SFP'S PCI/NIC CARD
CTK 102136,High Profile SOLARFLARE SFN5162F SF329-9021-R6  0 OF 2 SFP'S PCI/NIC CARD
CTK 102138,Low Profile SOLARFLARE SFN5322F SF329-9025  0 OF 2 SFP'S NIC CARD
CTK 102140,High Profile DELL N/A 2PHG9  CONTROLLER CARD
CTK 102141,Low Profile MELLANOX N/A MCX354A-FCBT  0 OF 2 SFP'S NIC CARD
CTK 102144,High Profile SOLARFLARE N/A SF329-9021-R7  0 OF 2 SFP'S NIC CARD
CTK 102147,High Profile HP AJ762-63003 697889-001  1 OF 1 SFP 8GB PCI/NIC CARD
CTK 102148,High Profile IBM N/A 94Y5181  0 OF 2 SFP'S 10GB NIC CARD
CTK 102149,High Profile QLOGIC N/A QLE8042  0 OF 2 SFP'S NIC CARD
